size,sort_type,input_type,micro_time,comparisons
210,insertion,descending,59.82,22154
210,merge,descending,19.94,775
210,hybrid,descending,39.88,22154
210,insertion,random,59.82,11202.1
210,merge,random,19.94,1359.4
210,hybrid,random,59.82,11267.5
211,insertion,ascending,0,210
211,merge,ascending,0,864
211,hybrid,ascending,0,210
211,insertion,descending,79.76,22365
211,merge,descending,0,779
211,hybrid,descending,39.88,22365
211,insertion,random,59.82,11316
211,merge,random,39.88,1367.14
211,hybrid,random,59.82,11378.8
212,insertion,ascending,0,211
212,merge,ascending,19.94,868
212,hybrid,ascending,19.94,211
212,insertion,descending,59.82,22577
212,merge,descending,0,784
212,hybrid,descending,39.88,22577
212,insertion,random,19.94,11272.7
212,merge,random,39.88,1377.86
212,hybrid,random,39.88,11448.7
213,insertion,ascending,0,212
213,merge,ascending,0,873
213,hybrid,ascending,0,212
213,insertion,descending,39.88,22790
213,merge,descending,59.84,788
213,hybrid,descending,39.88,22790
213,insertion,random,59.82,11403.9
213,merge,random,19.94,1384.66
213,hybrid,random,39.88,11432.9
214,insertion,ascending,0,213
214,merge,ascending,39.88,877
214,hybrid,ascending,0,213
214,insertion,descending,59.82,23004
214,merge,descending,19.94,793
214,hybrid,descending,39.88,23004
214,insertion,random,39.88,11688.8
214,merge,random,19.94,1393.5
214,hybrid,random,19.94,11758.8
215,insertion,ascending,19.94,214
215,merge,ascending,0,881
215,hybrid,ascending,0,214
215,insertion,descending,59.82,23219
215,merge,descending,39.88,798
215,hybrid,descending,59.82,23219
215,insertion,random,19.94,11587.1
215,merge,random,39.88,1400.38
215,hybrid,random,39.88,11736.7
216,insertion,ascending,0,215
216,merge,ascending,19.94,884
216,hybrid,ascending,0,215
216,insertion,descending,59.82,23435
216,merge,descending,19.94,804
216,hybrid,descending,39.88,23435
216,insertion,random,59.82,11745.4
216,merge,random,39.88,1406.3
216,hybrid,random,39.88,11849
217,insertion,ascending,0,216
217,merge,ascending,39.88,889
217,hybrid,ascending,0,216
217,insertion,descending,99.7,23652
217,merge,descending,0,808
217,hybrid,descending,59.82,23652
217,insertion,random,59.82,11967
217,merge,random,0,1416.06
217,hybrid,random,0,11841.6
218,insertion,ascending,0,217
218,merge,ascending,0,893
218,hybrid,ascending,0,217
218,insertion,descending,0,23870
218,merge,descending,39.88,813
218,hybrid,descending,99.7,23870
218,insertion,random,0,11996.1
218,merge,random,39.88,1424.22
218,hybrid,random,119.64,12050.9
219,insertion,ascending,0,218
219,merge,ascending,0,897
219,hybrid,ascending,0,218
219,insertion,descending,79.76,24089
219,merge,descending,39.88,818
219,hybrid,descending,19.94,24089
219,insertion,random,19.94,12109
219,merge,random,59.82,1430.62
219,hybrid,random,39.88,12224.5
220,insertion,ascending,0,219
220,merge,ascending,0,900
220,hybrid,ascending,0,219
220,insertion,descending,39.88,24309
220,merge,descending,39.88,824
220,hybrid,descending,59.82,24309
220,insertion,random,19.94,12291.3
220,merge,random,39.88,1437.38
220,hybrid,random,59.82,12275.4
221,insertion,ascending,0,220
221,merge,ascending,39.88,904
221,hybrid,ascending,0,220
221,insertion,descending,39.88,24530
221,merge,descending,19.94,829
221,hybrid,descending,59.8,24530
221,insertion,random,39.88,12346.5
221,merge,random,39.88,1447.22
221,hybrid,random,39.88,12369.1
222,insertion,ascending,0,221
222,merge,ascending,59.82,907
222,hybrid,ascending,0,221
222,insertion,descending,59.82,24752
222,merge,descending,0,835
222,hybrid,descending,59.82,24752
222,insertion,random,59.82,12446
222,merge,random,39.88,1454.66
222,hybrid,random,0,12494.4
223,insertion,ascending,0,222
223,merge,ascending,39.88,910
223,hybrid,ascending,0,222
223,insertion,descending,59.82,24975
223,merge,descending,19.94,841
223,hybrid,descending,79.76,24975
223,insertion,random,39.88,12567.9
223,merge,random,39.88,1463.54
223,hybrid,random,19.94,12621.1
224,insertion,ascending,0,223
224,merge,ascending,0,912
224,hybrid,ascending,0,223
224,insertion,descending,79.76,25199
224,merge,descending,19.94,848
224,hybrid,descending,99.7,25199
224,insertion,random,0,12589.6
224,merge,random,79.76,1470.56
224,hybrid,random,19.94,12740.2
225,insertion,ascending,19.94,224
225,merge,ascending,59.82,918
225,hybrid,ascending,0,224
225,insertion,descending,0,25424
225,merge,descending,79.76,851
225,hybrid,descending,19.94,25424
225,insertion,random,79.76,12810.2
225,merge,random,19.94,1477.76
225,hybrid,random,19.94,12832
226,insertion,ascending,0,225
226,merge,ascending,0,923
226,hybrid,ascending,0,225
226,insertion,descending,99.7,25650
226,merge,descending,0,855
226,hybrid,descending,99.7,25650
226,insertion,random,19.94,12888.5
226,merge,random,79.76,1486.4
226,hybrid,random,19.94,12896.3
227,insertion,ascending,0,226
227,merge,ascending,19.94,928
227,hybrid,ascending,0,226
227,insertion,descending,59.82,25877
227,merge,descending,19.96,859
227,hybrid,descending,79.76,25877
227,insertion,random,39.88,12981.8
227,merge,random,39.88,1495.08
227,hybrid,random,39.88,13078.7
228,insertion,ascending,0,227
228,merge,ascending,39.86,932
228,hybrid,ascending,0,227
228,insertion,descending,19.94,26105
228,merge,descending,19.94,864
228,hybrid,descending,59.8,26105
228,insertion,random,39.88,13260.7
228,merge,random,19.96,1502.64
228,hybrid,random,39.88,13125.3
229,insertion,ascending,0,228
229,merge,ascending,0,937
229,hybrid,ascending,0,228
229,insertion,descending,79.76,26334
229,merge,descending,39.88,868
229,hybrid,descending,79.76,26334
229,insertion,random,39.88,13145.7
229,merge,random,19.94,1510.72
229,hybrid,random,19.94,13283.9
230,insertion,ascending,0,229
230,merge,ascending,39.88,941
230,hybrid,ascending,0,229
230,insertion,descending,59.82,26564
230,merge,descending,0,873
230,hybrid,descending,59.82,26564
230,insertion,random,39.88,13367.3
230,merge,random,39.88,1518.34
230,hybrid,random,19.94,13292.4
231,insertion,ascending,0,230
231,merge,ascending,19.94,945
231,hybrid,ascending,0,230
231,insertion,descending,99.7,26795
231,merge,descending,19.94,878
231,hybrid,descending,59.82,26795
231,insertion,random,19.94,13564.4
231,merge,random,59.82,1524.34
231,hybrid,random,19.94,13486.3
232,insertion,ascending,0,231
232,merge,ascending,19.94,948
232,hybrid,ascending,0,231
232,insertion,descending,39.88,27027
232,merge,descending,39.88,884
232,hybrid,descending,59.82,27027
232,insertion,random,39.88,13611.8
232,merge,random,39.88,1534.54
232,hybrid,random,59.82,13560.9
233,insertion,ascending,0,232
233,merge,ascending,59.82,953
233,hybrid,ascending,0,232
233,insertion,descending,99.7,27260
233,merge,descending,39.88,888
233,hybrid,descending,39.88,27260
233,insertion,random,0,13832.4
233,merge,random,19.94,1544.8
233,hybrid,random,19.94,13771.1
234,insertion,ascending,0,233
234,merge,ascending,19.94,957
234,hybrid,ascending,0,233
234,insertion,descending,59.82,27494
234,merge,descending,19.94,893
234,hybrid,descending,119.64,27494
234,insertion,random,39.88,13968
234,merge,random,39.88,1549.84
234,hybrid,random,19.94,13770.7
235,insertion,ascending,0,234
235,merge,ascending,19.94,961
235,hybrid,ascending,0,234
235,insertion,descending,99.7,27729
235,merge,descending,19.94,898
235,hybrid,descending,79.76,27729
235,insertion,random,59.82,14066.6
235,merge,random,19.94,1559.08
235,hybrid,random,39.88,13994.8
236,insertion,ascending,0,235
236,merge,ascending,19.94,964
236,hybrid,ascending,0,235
236,insertion,descending,99.68,27965
236,merge,descending,39.9,904
236,hybrid,descending,99.68,27965
236,insertion,random,39.88,14149.7
236,merge,random,0,1566.28
236,hybrid,random,19.94,14086.7
237,insertion,ascending,0,236
237,merge,ascending,39.88,968
237,hybrid,ascending,0,236
237,insertion,descending,0,28202
237,merge,descending,0,909
237,hybrid,descending,0,28202
237,insertion,random,59.82,14256.7
237,merge,random,59.82,1573.44
237,hybrid,random,99.7,14199.2
238,insertion,ascending,0,237
238,merge,ascending,119.64,971
238,hybrid,ascending,0,237
238,insertion,descending,39.88,28440
238,merge,descending,0,915
238,hybrid,descending,0,28440
238,insertion,random,0,14401.8
238,merge,random,0,1582.36
238,hybrid,random,179.46,14385.8
239,insertion,ascending,0,238
239,merge,ascending,0,974
239,hybrid,ascending,0,238
239,insertion,descending,0,28679
239,merge,descending,0,921
239,hybrid,descending,99.7,28679
239,insertion,random,19.94,14380.6
239,merge,random,0,1589.94
239,hybrid,random,119.64,14495.3
240,insertion,ascending,0,239
240,merge,ascending,19.94,976
240,hybrid,ascending,0,239
240,insertion,descending,39.88,28919
240,merge,descending,19.94,928
240,hybrid,descending,139.58,28919
240,insertion,random,39.88,14607.6
240,merge,random,39.88,1598.94
240,hybrid,random,59.82,14524.4
241,insertion,ascending,0,240
241,merge,ascending,19.94,981
241,hybrid,ascending,0,240
241,insertion,descending,179.46,29160
241,merge,descending,59.82,932
241,hybrid,descending,59.82,29160
241,insertion,random,0,14609.6
241,merge,random,0,1606.48
241,hybrid,random,0,14744.6
242,insertion,ascending,0,241
242,merge,ascending,39.88,985
242,hybrid,ascending,0,241
242,insertion,descending,79.76,29402
242,merge,descending,39.88,937
242,hybrid,descending,39.88,29402
242,insertion,random,0,14787.9
242,merge,random,59.82,1614.3
242,hybrid,random,59.82,14801.8
243,insertion,ascending,0,242
243,merge,ascending,19.94,989
243,hybrid,ascending,19.94,242
243,insertion,descending,39.88,29645
243,merge,descending,39.88,942
243,hybrid,descending,79.76,29645
243,insertion,random,39.88,15028.4
243,merge,random,39.88,1621.54
243,hybrid,random,19.94,14933.2
244,insertion,ascending,0,243
244,merge,ascending,19.94,992
244,hybrid,ascending,0,243
244,insertion,descending,79.76,29889
244,merge,descending,39.88,948
244,hybrid,descending,79.76,29889
244,insertion,random,19.94,15167.9
244,merge,random,39.88,1630.46
244,hybrid,random,39.88,14966.6
245,insertion,ascending,0,244
245,merge,ascending,19.94,996
245,hybrid,ascending,0,244
245,insertion,descending,79.76,30134
245,merge,descending,39.88,953
245,hybrid,descending,119.62,30134
245,insertion,random,39.88,15290.1
245,merge,random,19.94,1638.76
245,hybrid,random,39.88,15279
246,insertion,ascending,0,245
246,merge,ascending,39.88,999
246,hybrid,ascending,0,245
246,insertion,descending,79.5,30380
246,merge,descending,39.88,959
246,hybrid,descending,79.76,30380
246,insertion,random,40.12,15277.2
246,merge,random,39.88,1644.7
246,hybrid,random,19.94,15294.8
247,insertion,ascending,19.94,246
247,merge,ascending,39.88,1002
247,hybrid,ascending,0,246
247,insertion,descending,39.88,30627
247,merge,descending,59.82,965
247,hybrid,descending,79.76,30627
247,insertion,random,39.88,15326.2
247,merge,random,59.82,1652.14
247,hybrid,random,19.94,15446.4
248,insertion,ascending,0,247
248,merge,ascending,39.88,1004
248,hybrid,ascending,0,247
248,insertion,descending,59.82,30875
248,merge,descending,39.88,972
248,hybrid,descending,79.76,30875
248,insertion,random,19.94,15418.9
248,merge,random,39.88,1662.28
248,hybrid,random,39.88,15602.2
249,insertion,ascending,0,248
249,merge,ascending,39.88,1008
249,hybrid,ascending,0,248
249,insertion,descending,59.82,31124
249,merge,descending,39.88,977
249,hybrid,descending,59.82,31124
249,insertion,random,59.82,15686.3
249,merge,random,39.88,1671.24
249,hybrid,random,39.88,15493.3
250,insertion,ascending,0,249
250,merge,ascending,39.88,1011
250,hybrid,ascending,0,249
250,insertion,descending,79.76,31374
250,merge,descending,39.88,983
250,hybrid,descending,39.88,31374
250,insertion,random,19.94,15776.9
250,merge,random,19.94,1680.14
250,hybrid,random,79.76,15845.9
251,insertion,ascending,0,250
251,merge,ascending,39.88,1014
251,hybrid,ascending,0,250
251,insertion,descending,99.7,31625
251,merge,descending,19.94,989
251,hybrid,descending,119.62,31625
251,insertion,random,39.9,15817.7
251,merge,random,19.94,1685.78
251,hybrid,random,19.94,15902.6
252,insertion,ascending,19.94,251
252,merge,ascending,19.94,1016
252,hybrid,ascending,0,251
252,insertion,descending,59.82,31877
252,merge,descending,39.88,996
252,hybrid,descending,79.76,31877
252,insertion,random,39.88,15937.3
252,merge,random,39.88,1694.02
252,hybrid,random,19.94,16030.4
253,insertion,ascending,19.94,252
253,merge,ascending,0,1019
253,hybrid,ascending,0,252
253,insertion,descending,99.7,32130
253,merge,descending,39.88,1002
253,hybrid,descending,59.82,32130
253,insertion,random,19.94,16273.6
253,merge,random,39.88,1703.64
253,hybrid,random,39.88,16264.6
254,insertion,ascending,0,253
254,merge,ascending,39.88,1021
254,hybrid,ascending,0,253
254,insertion,descending,99.7,32384
254,merge,descending,19.94,1009
254,hybrid,descending,99.7,32384
254,insertion,random,19.94,16157.4
254,merge,random,59.82,1709.26
254,hybrid,random,19.94,16387.8
255,insertion,ascending,0,254
255,merge,ascending,19.94,1023
255,hybrid,ascending,0,254
255,insertion,descending,79.76,32639
255,merge,descending,19.94,1016
255,hybrid,descending,79.76,32639
255,insertion,random,59.82,16515.1
255,merge,random,59.82,1717.1
255,hybrid,random,39.88,16276
256,insertion,ascending,0,255
256,merge,ascending,19.94,1024
256,hybrid,ascending,0,255
256,insertion,descending,119.64,32895
256,merge,descending,19.94,1024
256,hybrid,descending,79.76,32895
256,insertion,random,39.88,16476.4
256,merge,random,39.88,1726.7
256,hybrid,random,19.94,16554.9
257,insertion,ascending,0,256
257,merge,ascending,39.88,1033
257,hybrid,ascending,0,256
257,insertion,descending,79.76,33152
257,merge,descending,39.88,1025
257,hybrid,descending,99.7,33152
257,insertion,random,39.88,16818.8
257,merge,random,19.94,1732.7
257,hybrid,random,39.88,16673.1
258,insertion,ascending,0,257
258,merge,ascending,39.88,1041
258,hybrid,ascending,19.94,257
258,insertion,descending,59.8,33410
258,merge,descending,19.94,1027
258,hybrid,descending,99.7,33410
258,insertion,random,59.82,16714.8
258,merge,random,79.76,1743.24
258,hybrid,random,0,16766.3
259,insertion,ascending,0,258
259,merge,ascending,19.94,1049
259,hybrid,ascending,0,258
259,insertion,descending,99.7,33669
259,merge,descending,39.88,1029
259,hybrid,descending,79.76,33669
259,insertion,random,39.88,16914.5
259,merge,random,0,1749.28
259,hybrid,random,39.88,16913.2
260,insertion,ascending,0,259
260,merge,ascending,39.88,1056
260,hybrid,ascending,0,259
260,insertion,descending,79.76,33929
260,merge,descending,19.94,1032
260,hybrid,descending,79.76,33929
260,insertion,random,59.82,16997.2
260,merge,random,59.82,1759.3
260,hybrid,random,19.94,17028.5
261,insertion,ascending,0,260
261,merge,ascending,19.94,1064
261,hybrid,ascending,0,260
261,insertion,descending,59.82,34190
261,merge,descending,119.66,1034
261,hybrid,descending,39.86,34190
261,insertion,random,39.88,17161.8
261,merge,random,79.74,1769.28
261,hybrid,random,19.94,17223.8
262,insertion,ascending,0,261
262,merge,ascending,0,1071
262,hybrid,ascending,0,261
262,insertion,descending,39.88,34452
262,merge,descending,39.88,1037
262,hybrid,descending,99.68,34452
262,insertion,random,59.82,17242.5
262,merge,random,19.94,1778.44
262,hybrid,random,119.66,17177.7
263,insertion,ascending,0,262
263,merge,ascending,99.7,1078
263,hybrid,ascending,0,262
263,insertion,descending,39.88,34715
263,merge,descending,0,1040
263,hybrid,descending,139.58,34715
263,insertion,random,39.88,17525.8
263,merge,random,19.94,1785.02
263,hybrid,random,59.82,17609.3
264,insertion,ascending,0,263
264,merge,ascending,39.88,1084
264,hybrid,ascending,0,263
264,insertion,descending,99.7,34979
264,merge,descending,19.94,1044
264,hybrid,descending,99.7,34979
264,insertion,random,39.88,17514.5
264,merge,random,19.94,1792.08
264,hybrid,random,39.86,17636
265,insertion,ascending,0,264
265,merge,ascending,19.94,1092
265,hybrid,ascending,0,264
265,insertion,descending,119.64,35244
265,merge,descending,39.88,1046
265,hybrid,descending,59.82,35244
265,insertion,random,79.76,17795.5
265,merge,random,19.94,1803.88
265,hybrid,random,39.88,17800.1
266,insertion,ascending,0,265
266,merge,ascending,39.88,1099
266,hybrid,ascending,0,265
266,insertion,descending,59.82,35510
266,merge,descending,19.94,1049
266,hybrid,descending,159.54,35510
266,insertion,random,0,17711.2
266,merge,random,0,1808.84
266,hybrid,random,99.68,17925.2
267,insertion,ascending,0,266
267,merge,ascending,0,1106
267,hybrid,ascending,0,266
267,insertion,descending,79.74,35777
267,merge,descending,19.92,1052
267,hybrid,descending,119.64,35777
267,insertion,random,79.76,17966
267,merge,random,0,1819.4
267,hybrid,random,119.64,18032.7
268,insertion,ascending,0,267
268,merge,ascending,19.94,1112
268,hybrid,ascending,0,267
268,insertion,descending,79.76,36045
268,merge,descending,0,1056
268,hybrid,descending,139.58,36045
268,insertion,random,59.82,18117.5
268,merge,random,0,1825.26
268,hybrid,random,99.7,18221.4
269,insertion,ascending,0,268
269,merge,ascending,0,1119
269,hybrid,ascending,0,268
269,insertion,descending,119.64,36314
269,merge,descending,39.88,1059
269,hybrid,descending,59.82,36314
269,insertion,random,79.76,18273.5
269,merge,random,59.82,1832.64
269,hybrid,random,39.88,18419.1
270,insertion,ascending,0,269
270,merge,ascending,19.94,1125
270,hybrid,ascending,0,269
270,insertion,descending,79.76,36584
270,merge,descending,39.88,1063
270,hybrid,descending,79.76,36584
270,insertion,random,39.88,18502.6
270,merge,random,99.7,1844.96
270,hybrid,random,19.94,18590.9
271,insertion,ascending,19.94,270
271,merge,ascending,19.94,1131
271,hybrid,ascending,0,270
271,insertion,descending,79.76,36855
271,merge,descending,19.94,1067
271,hybrid,descending,119.64,36855
271,insertion,random,39.88,18594.8
271,merge,random,39.88,1851.08
271,hybrid,random,79.76,18501
272,insertion,ascending,0,271
272,merge,ascending,39.88,1136
272,hybrid,ascending,0,271
272,insertion,descending,119.64,37127
272,merge,descending,39.88,1072
272,hybrid,descending,39.88,37127
272,insertion,random,39.88,18596.9
272,merge,random,19.94,1859.78
272,hybrid,random,39.88,18623.9
273,insertion,ascending,0,272
273,merge,ascending,19.94,1144
273,hybrid,ascending,0,272
273,insertion,descending,119.64,37400
273,merge,descending,19.94,1074
273,hybrid,descending,79.76,37400
273,insertion,random,59.82,18888.5
273,merge,random,39.88,1868.6
273,hybrid,random,39.88,18758.6
274,insertion,ascending,19.94,273
274,merge,ascending,39.88,1151
274,hybrid,ascending,0,273
274,insertion,descending,99.7,37674
274,merge,descending,19.94,1077
274,hybrid,descending,79.76,37674
274,insertion,random,39.88,18993.2
274,merge,random,79.76,1878.36
274,hybrid,random,19.94,18904.8
275,insertion,ascending,0,274
275,merge,ascending,39.88,1158
275,hybrid,ascending,0,274
275,insertion,descending,99.7,37949
275,merge,descending,39.88,1080
275,hybrid,descending,79.76,37949
275,insertion,random,79.76,19194.7
275,merge,random,0,1887.22
275,hybrid,random,59.82,18852.1
276,insertion,ascending,0,275
276,merge,ascending,19.96,1164
276,hybrid,ascending,0,275
276,insertion,descending,159.52,38225
276,merge,descending,19.94,1084
276,hybrid,descending,79.74,38225
276,insertion,random,39.88,19130.9
276,merge,random,39.88,1895.3
276,hybrid,random,39.88,19273.9
277,insertion,ascending,0,276
277,merge,ascending,39.88,1171
277,hybrid,ascending,0,276
277,insertion,descending,79.76,38502
277,merge,descending,59.82,1087
277,hybrid,descending,59.82,38502
277,insertion,random,59.82,19443.9
277,merge,random,19.94,1902.38
277,hybrid,random,79.76,19411.2
278,insertion,ascending,0,277
278,merge,ascending,79.76,1177
278,hybrid,ascending,0,277
278,insertion,descending,59.82,38780
278,merge,descending,19.94,1091
278,hybrid,descending,119.64,38780
278,insertion,random,79.76,19466.9
278,merge,random,0,1908.12
278,hybrid,random,39.88,19472
279,insertion,ascending,0,278
279,merge,ascending,0,1183
279,hybrid,ascending,0,278
279,insertion,descending,139.58,39059
279,merge,descending,19.94,1095
279,hybrid,descending,79.76,39059
279,insertion,random,19.94,19616.7
279,merge,random,59.82,1918.48
279,hybrid,random,79.76,19793.5
280,insertion,ascending,0,279
280,merge,ascending,39.88,1188
280,hybrid,ascending,0,279
280,insertion,descending,99.7,39339
280,merge,descending,19.94,1100
280,hybrid,descending,119.64,39339
280,insertion,random,39.88,19706.4
280,merge,random,59.82,1929.82
280,hybrid,random,39.88,19819.6
281,insertion,ascending,0,280
281,merge,ascending,0,1195
281,hybrid,ascending,0,280
281,insertion,descending,119.64,39620
281,merge,descending,19.94,1103
281,hybrid,descending,119.64,39620
281,insertion,random,59.8,20000.2
281,merge,random,59.82,1938.62
281,hybrid,random,59.82,20067.7
282,insertion,ascending,0,281
282,merge,ascending,39.88,1201
282,hybrid,ascending,0,281
282,insertion,descending,99.7,39902
282,merge,descending,0,1107
282,hybrid,descending,139.58,39902
282,insertion,random,39.88,20063.7
282,merge,random,39.88,1945.06
282,hybrid,random,59.82,20186.6
283,insertion,ascending,0,282
283,merge,ascending,39.88,1207
283,hybrid,ascending,0,282
283,insertion,descending,99.7,40185
283,merge,descending,39.88,1111
283,hybrid,descending,79.76,40185
283,insertion,random,59.82,20105.4
283,merge,random,39.88,1955.1
283,hybrid,random,79.76,20134.7
284,insertion,ascending,0,283
284,merge,ascending,39.88,1212
284,hybrid,ascending,0,283
284,insertion,descending,99.7,40469
284,merge,descending,19.94,1116
284,hybrid,descending,139.58,40469
284,insertion,random,39.88,20465.8
284,merge,random,59.82,1963.16
284,hybrid,random,39.88,20571.5
285,insertion,ascending,0,284
285,merge,ascending,0,1218
285,hybrid,ascending,0,284
285,insertion,descending,99.7,40754
285,merge,descending,39.88,1120
285,hybrid,descending,99.7,40754
285,insertion,random,79.76,20697.3
285,merge,random,19.94,1970.22
285,hybrid,random,99.7,20517.5
286,insertion,ascending,0,285
286,merge,ascending,59.82,1223
286,hybrid,ascending,0,285
286,insertion,descending,119.64,41040
286,merge,descending,19.94,1125
286,hybrid,descending,79.76,41040
286,insertion,random,59.82,20522.6
286,merge,random,19.94,1979.34
286,hybrid,random,39.88,20649.6
287,insertion,ascending,0,286
287,merge,ascending,39.86,1228
287,hybrid,ascending,0,286
287,insertion,descending,99.7,41327
287,merge,descending,39.88,1130
287,hybrid,descending,79.76,41327
287,insertion,random,39.88,20842
287,merge,random,60.1,1984.72
287,hybrid,random,59.56,20615.4
288,insertion,ascending,0,287
288,merge,ascending,19.94,1232
288,hybrid,ascending,0,287
288,insertion,descending,79.76,41615
288,merge,descending,39.9,1136
288,hybrid,descending,99.68,41615
288,insertion,random,79.76,20732.8
288,merge,random,59.82,1993.36
288,hybrid,random,59.82,20853.7
289,insertion,ascending,0,288
289,merge,ascending,0,1240
289,hybrid,ascending,0,288
289,insertion,descending,99.7,41904
289,merge,descending,39.88,1138
289,hybrid,descending,99.7,41904
289,insertion,random,59.82,21115.3
289,merge,random,39.88,2003.9
289,hybrid,random,59.82,20990
290,insertion,ascending,0,289
290,merge,ascending,39.88,1247
290,hybrid,ascending,0,289
290,insertion,descending,79.76,42194
290,merge,descending,39.88,1141
290,hybrid,descending,119.64,42194
290,insertion,random,59.82,21026.4
290,merge,random,79.76,2013.74
290,hybrid,random,39.88,21203.3
291,insertion,ascending,0,290
291,merge,ascending,19.94,1254
291,hybrid,ascending,0,290
291,insertion,descending,79.76,42485
291,merge,descending,39.88,1144
291,hybrid,descending,99.7,42485
291,insertion,random,79.76,21373.6
291,merge,random,59.82,2022.18
291,hybrid,random,39.88,21239.3
292,insertion,ascending,0,291
292,merge,ascending,19.94,1260
292,hybrid,ascending,0,291
292,insertion,descending,119.64,42777
292,merge,descending,19.94,1148
292,hybrid,descending,159.52,42777
292,insertion,random,59.82,21566.9
292,merge,random,39.88,2028.48
292,hybrid,random,59.82,21445.1
293,insertion,ascending,0,292
293,merge,ascending,19.94,1267
293,hybrid,ascending,19.94,292
293,insertion,descending,119.64,43070
293,merge,descending,59.82,1151
293,hybrid,descending,119.64,43070
293,insertion,random,19.94,21589.4
293,merge,random,39.88,2039.72
293,hybrid,random,39.88,21786.6
294,insertion,ascending,0,293
294,merge,ascending,19.94,1273
294,hybrid,ascending,0,293
294,insertion,descending,99.7,43364
294,merge,descending,19.94,1155
294,hybrid,descending,99.7,43364
294,insertion,random,59.82,21607.3
294,merge,random,39.88,2045.6
294,hybrid,random,79.76,21798.7
295,insertion,ascending,0,294
295,merge,ascending,19.94,1279
295,hybrid,ascending,0,294
295,insertion,descending,159.52,43659
295,merge,descending,39.88,1159
295,hybrid,descending,119.64,43659
295,insertion,random,59.82,22051.6
295,merge,random,19.94,2055.78
295,hybrid,random,39.88,21917.3
296,insertion,ascending,0,295
296,merge,ascending,19.94,1284
296,hybrid,ascending,0,295
296,insertion,descending,99.7,43955
296,merge,descending,39.9,1164
296,hybrid,descending,79.74,43955
296,insertion,random,79.76,22127.6
296,merge,random,59.82,2063.62
296,hybrid,random,79.76,22084
297,insertion,ascending,0,296
297,merge,ascending,19.94,1291
297,hybrid,ascending,0,296
297,insertion,descending,139.58,44252
297,merge,descending,39.88,1167
297,hybrid,descending,119.64,44252
297,insertion,random,39.88,22309.3
297,merge,random,19.94,2073.96
297,hybrid,random,79.76,22085.2
298,insertion,ascending,0,297
298,merge,ascending,39.88,1297
298,hybrid,ascending,0,297
298,insertion,descending,79.76,44550
298,merge,descending,19.94,1171
298,hybrid,descending,119.64,44550
298,insertion,random,79.76,22567.6
298,merge,random,59.82,2078.7
298,hybrid,random,59.82,22381.3
299,insertion,ascending,0,298
299,merge,ascending,19.94,1303
299,hybrid,ascending,0,298
299,insertion,descending,159.52,44849
299,merge,descending,79.76,1175
299,hybrid,descending,99.7,44849
299,insertion,random,19.94,22479.8
299,merge,random,19.94,2087.64
299,hybrid,random,39.88,22713.4
300,insertion,ascending,0,299
300,merge,ascending,19.94,1308
300,hybrid,ascending,0,299
300,insertion,descending,79.76,45149
300,merge,descending,59.82,1180
300,hybrid,descending,159.52,45149
300,insertion,random,59.82,22572.2
300,merge,random,19.94,2098.28
300,hybrid,random,39.88,22786.5
301,insertion,ascending,0,300
301,merge,ascending,19.94,1314
301,hybrid,ascending,0,300
301,insertion,descending,139.58,45450
301,merge,descending,19.94,1184
301,hybrid,descending,19.94,45450
301,insertion,random,119.64,22717.6
301,merge,random,59.82,2108.36
301,hybrid,random,59.82,22889.2
302,insertion,ascending,0,301
302,merge,ascending,0,1319
302,hybrid,ascending,0,301
302,insertion,descending,99.7,45752
302,merge,descending,39.88,1189
302,hybrid,descending,179.46,45752
302,insertion,random,59.82,22999.5
302,merge,random,79.76,2115.72
302,hybrid,random,0,22887.1
303,insertion,ascending,0,302
303,merge,ascending,0,1324
303,hybrid,ascending,0,302
303,insertion,descending,0,46055
303,merge,descending,0,1194
303,hybrid,descending,0,46055
303,insertion,random,19.94,23192.9
303,merge,random,279.16,2120.4
303,hybrid,random,159.52,23031.2
304,insertion,ascending,0,303
304,merge,ascending,0,1328
304,hybrid,ascending,0,303
304,insertion,descending,0,46359
304,merge,descending,0,1200
304,hybrid,descending,0,46359
304,insertion,random,0,23282.4
304,merge,random,338.98,2129.28
304,hybrid,random,99.7,23358.7
305,insertion,ascending,0,304
305,merge,ascending,0,1335
305,hybrid,ascending,0,304
305,insertion,descending,99.7,46664
305,merge,descending,0,1203
305,hybrid,descending,39.88,46664
305,insertion,random,319.04,23413.4
305,merge,random,0,2137.74
305,hybrid,random,19.94,23375.8
306,insertion,ascending,19.94,305
306,merge,ascending,59.82,1341
306,hybrid,ascending,19.94,305
306,insertion,descending,59.82,46970
306,merge,descending,19.94,1207
306,hybrid,descending,59.82,46970
306,insertion,random,99.7,23770.5
306,merge,random,39.88,2149.86
306,hybrid,random,119.64,23635.2
307,insertion,ascending,0,306
307,merge,ascending,79.76,1347
307,hybrid,ascending,0,306
307,insertion,descending,119.62,47277
307,merge,descending,19.92,1211
307,hybrid,descending,139.92,47277
307,insertion,random,39.9,23741.3
307,merge,random,79.76,2155.66
307,hybrid,random,39.88,23706.5
308,insertion,ascending,0,307
308,merge,ascending,59.82,1352
308,hybrid,ascending,0,307
308,insertion,descending,79.94,47585
308,merge,descending,0,1216
308,hybrid,descending,119.64,47585
308,insertion,random,119.46,23941.8
308,merge,random,19.94,2164.32
