size,sort_type,input_type,micro_time,comparisons
108,hybrid,descending,20.56,5885
108,insertion,random,39.86,3031.44
108,merge,random,0,595.96
108,hybrid,random,20.58,2984.66
109,insertion,ascending,0,108
109,merge,ascending,19.94,392
109,hybrid,ascending,0,108
109,insertion,descending,20.58,5994
109,merge,descending,19.34,352
109,hybrid,descending,0,5994
109,insertion,random,0,3037.02
109,merge,random,19.9,603.78
109,hybrid,random,0,3049.46
110,insertion,ascending,0,109
110,merge,ascending,19.98,395
110,hybrid,ascending,0,109
110,insertion,descending,19.96,6104
110,merge,descending,0,357
110,hybrid,descending,19.88,6104
110,insertion,random,0,3085.94
110,merge,random,0,610.54
110,hybrid,random,19.92,3055.86
111,insertion,ascending,0,110
111,merge,ascending,19.94,398
111,hybrid,ascending,0,110
111,insertion,descending,19.94,6215
111,merge,descending,19.6,362
111,hybrid,descending,19.94,6215
111,insertion,random,0,3176.54
111,merge,random,19.94,618.56
111,hybrid,random,0,3146.1
112,insertion,ascending,0,111
112,merge,ascending,0,400
112,hybrid,ascending,0,111
112,insertion,descending,40.22,6327
112,merge,descending,0,368
112,hybrid,descending,0,6327
112,insertion,random,0,3187.9
112,merge,random,39.88,624.7
112,hybrid,random,0,3226.1
113,insertion,ascending,0,112
113,merge,ascending,19.94,405
113,hybrid,ascending,0,112
113,insertion,descending,19.4,6440
113,merge,descending,0,371
113,hybrid,descending,60.32,6440
113,insertion,random,0,3277.26
113,merge,random,19.96,630.2
113,hybrid,random,0,3243.12
114,insertion,ascending,0,113
114,merge,ascending,39.9,409
114,hybrid,ascending,0,113
114,insertion,descending,19.92,6554
114,merge,descending,19.94,375
114,hybrid,descending,0,6554
114,insertion,random,19.94,3335.54
114,merge,random,0,637.7
114,hybrid,random,19.94,3320.48
115,insertion,ascending,0,114
115,merge,ascending,0,413
115,hybrid,ascending,0,114
115,insertion,descending,0,6669
115,merge,descending,19.24,379
115,hybrid,descending,19.98,6669
115,insertion,random,20.54,3365.52
115,merge,random,19.82,645.08
115,hybrid,random,0,3406.72
116,insertion,ascending,0,115
116,merge,ascending,0,416
116,hybrid,ascending,0,115
116,insertion,descending,0,6785
116,merge,descending,0,384
116,hybrid,descending,19.94,6785
116,insertion,random,19.94,3432.58
116,merge,random,39.88,651.32
116,hybrid,random,0,3414.92
117,insertion,ascending,0,116
117,merge,ascending,19.86,420
117,hybrid,ascending,0,116
117,insertion,descending,39.18,6902
117,merge,descending,20.58,388
117,hybrid,descending,0,6902
117,insertion,random,0,3509
117,merge,random,0,659.66
117,hybrid,random,19.96,3480.72
118,insertion,ascending,0,117
118,merge,ascending,19.92,423
118,hybrid,ascending,0,117
118,insertion,descending,39.88,7020
118,merge,descending,19.94,393
118,hybrid,descending,0,7020
118,insertion,random,0,3597.52
118,merge,random,19.94,665.76
118,hybrid,random,19.94,3566.62
119,insertion,ascending,0,118
119,merge,ascending,0,426
119,hybrid,ascending,0,118
119,insertion,descending,19.94,7139
119,merge,descending,19.94,398
119,hybrid,descending,19.9,7139
119,insertion,random,19.92,3631.36
119,merge,random,19.94,673.96
119,hybrid,random,19.98,3595.92
120,insertion,ascending,0,119
120,merge,ascending,39.9,428
120,hybrid,ascending,0,119
120,insertion,descending,0,7259
120,merge,descending,0,404
120,hybrid,descending,39.88,7259
120,insertion,random,19.92,3716.42
120,merge,random,0,678.44
120,hybrid,random,0,3709.96
121,insertion,ascending,0,120
121,merge,ascending,20,432
121,hybrid,ascending,0,120
121,insertion,descending,19.92,7380
121,merge,descending,19.94,408
121,hybrid,descending,39.84,7380
121,insertion,random,0,3743.32
121,merge,random,0,687.64
121,hybrid,random,0,3762.7
122,insertion,ascending,0,121
122,merge,ascending,0,435
122,hybrid,ascending,0,121
122,insertion,descending,0,7502
122,merge,descending,39.9,413
122,hybrid,descending,39.86,7502
122,insertion,random,0,3770.88
122,merge,random,20.02,694.76
122,hybrid,random,19.94,3739.52
123,insertion,ascending,0,122
123,merge,ascending,19.96,438
123,hybrid,ascending,0,122
123,insertion,descending,19.94,7625
123,merge,descending,19.9,418
123,hybrid,descending,0,7625
123,insertion,random,0,3876.14
123,merge,random,19.86,698.56
123,hybrid,random,19.9,3890.38
124,insertion,ascending,0,123
124,merge,ascending,19.96,440
124,hybrid,ascending,0,123
124,insertion,descending,19.92,7749
124,merge,descending,19.92,424
124,hybrid,descending,20,7749
124,insertion,random,0,3916.92
124,merge,random,19.88,707.82
124,hybrid,random,19.94,3986.56
125,insertion,ascending,0,124
125,merge,ascending,0,443
125,hybrid,ascending,0,124
125,insertion,descending,19.94,7874
125,merge,descending,19.94,429
125,hybrid,descending,59.8,7874
125,insertion,random,0,3979.86
125,merge,random,0,713.7
125,hybrid,random,0,3976.34
126,insertion,ascending,0,125
126,merge,ascending,0,445
126,hybrid,ascending,0,125
126,insertion,descending,39.38,8000
126,merge,descending,0,435
126,hybrid,descending,0,8000
126,insertion,random,0,4077.62
126,merge,random,60.48,723.86
126,hybrid,random,0,4097.2
127,insertion,ascending,0,126
127,merge,ascending,39.86,447
127,hybrid,ascending,0,126
127,insertion,descending,19.9,8127
127,merge,descending,0,441
127,hybrid,descending,0,8127
127,insertion,random,19.98,4152.52
127,merge,random,39.88,729.92
127,hybrid,random,0,4139.58
128,insertion,ascending,0,127
128,merge,ascending,0,448
128,hybrid,ascending,0,127
128,insertion,descending,59.76,8255
128,merge,descending,59.84,448
128,hybrid,descending,19.92,8255
128,insertion,random,0,4218.56
128,merge,random,0,734.84
128,hybrid,random,0,4136.12
129,insertion,ascending,0,128
129,merge,ascending,0,456
129,hybrid,ascending,0,128
129,insertion,descending,0,8384
129,merge,descending,0,449
129,hybrid,descending,0,8384
129,insertion,random,19.94,4227.2
129,merge,random,59.8,742.78
129,hybrid,random,39.88,4258.62
130,insertion,ascending,0,129
130,merge,ascending,39.88,463
130,hybrid,ascending,0,129
130,insertion,descending,19.92,8514
130,merge,descending,0,451
130,hybrid,descending,19.94,8514
130,insertion,random,19.94,4326.94
130,merge,random,19.92,751.98
130,hybrid,random,0,4323.1
131,insertion,ascending,0,130
131,merge,ascending,0,470
131,hybrid,ascending,19.94,130
131,insertion,descending,19.98,8645
131,merge,descending,39.9,453
131,hybrid,descending,19.94,8645
131,insertion,random,0,4402.46
131,merge,random,19.94,757.6
131,hybrid,random,0,4389.88
132,insertion,ascending,0,131
132,merge,ascending,59.68,476
132,hybrid,ascending,0,131
132,insertion,descending,0,8777
132,merge,descending,19.94,456
132,hybrid,descending,0,8777
132,insertion,random,39.92,4490.46
132,merge,random,0,767.1
132,hybrid,random,0,4409.48
133,insertion,ascending,0,132
133,merge,ascending,0,483
133,hybrid,ascending,0,132
133,insertion,descending,19.94,8910
133,merge,descending,39.92,458
133,hybrid,descending,19.92,8910
133,insertion,random,0,4478.02
133,merge,random,19.92,775.08
133,hybrid,random,19.92,4534.8
134,insertion,ascending,19.94,133
134,merge,ascending,0,489
134,hybrid,ascending,0,133
134,insertion,descending,0,9044
134,merge,descending,0,461
134,hybrid,descending,79.9,9044
134,insertion,random,0,4550.68
134,merge,random,0,781.14
134,hybrid,random,39.74,4575.98
135,insertion,ascending,0,134
135,merge,ascending,0,495
135,hybrid,ascending,0,134
135,insertion,descending,19.98,9179
135,merge,descending,39.86,464
135,hybrid,descending,19.88,9179
135,insertion,random,0,4635.9
135,merge,random,0,788.14
135,hybrid,random,39.88,4659.56
136,insertion,ascending,0,135
136,merge,ascending,39.84,500
136,hybrid,ascending,0,135
136,insertion,descending,0,9315
136,merge,descending,59.82,468
136,hybrid,descending,0,9315
136,insertion,random,19.92,4648.8
136,merge,random,0,795.66
136,hybrid,random,0,4747.38
137,insertion,ascending,0,136
137,merge,ascending,19.98,507
137,hybrid,ascending,0,136
137,insertion,descending,19.94,9452
137,merge,descending,0,470
137,hybrid,descending,19.94,9452
137,insertion,random,20,4784.18
137,merge,random,39.8,802.2
137,hybrid,random,19.94,4842.48
138,insertion,ascending,0,137
138,merge,ascending,19.92,513
138,hybrid,ascending,0,137
138,insertion,descending,19.94,9590
138,merge,descending,0,473
138,hybrid,descending,19.98,9590
138,insertion,random,0,4841.72
138,merge,random,39.88,809.72
138,hybrid,random,19.96,4947.72
139,insertion,ascending,0,138
139,merge,ascending,39.88,519
139,hybrid,ascending,0,138
139,insertion,descending,0,9729
139,merge,descending,0,476
139,hybrid,descending,19.86,9729
139,insertion,random,19.94,4915.02
139,merge,random,39.86,818.96
139,hybrid,random,0,4922.14
140,insertion,ascending,0,139
140,merge,ascending,0,524
140,hybrid,ascending,0,139
140,insertion,descending,0,9869
140,merge,descending,0,480
140,hybrid,descending,0,9869
140,insertion,random,0,5025.22
140,merge,random,79.72,825.7
140,hybrid,random,0,4989.74
141,insertion,ascending,0,140
141,merge,ascending,39.88,530
141,hybrid,ascending,0,140
141,insertion,descending,0,10010
141,merge,descending,39.8,483
141,hybrid,descending,39.92,10010
141,insertion,random,0,4984.84
141,merge,random,19.94,833.1
141,hybrid,random,19.94,5055.74
142,insertion,ascending,0,141
142,merge,ascending,19.96,535
142,hybrid,ascending,0,141
142,insertion,descending,39.84,10152
142,merge,descending,39.78,487
142,hybrid,descending,20.04,10152
142,insertion,random,0,5149.52
142,merge,random,19.92,840
142,hybrid,random,0,5132.38
143,insertion,ascending,19.94,142
143,merge,ascending,19.96,540
143,hybrid,ascending,0,142
143,insertion,descending,39.88,10295
143,merge,descending,0,491
143,hybrid,descending,39.86,10295
143,insertion,random,19.96,5236.48
143,merge,random,19.92,848.26
143,hybrid,random,0,5238.18
144,insertion,ascending,0,143
144,merge,ascending,0,544
144,hybrid,ascending,0,143
144,insertion,descending,20.78,10439
144,merge,descending,39.8,496
144,hybrid,descending,0,10439
144,insertion,random,19.94,5322.58
144,merge,random,19.34,855.9
144,hybrid,random,39.82,5375.66
145,insertion,ascending,0,144
145,merge,ascending,19.88,551
145,hybrid,ascending,0,144
145,insertion,descending,19.94,10584
145,merge,descending,19.9,498
145,hybrid,descending,39.84,10584
145,insertion,random,0,5326.1
145,merge,random,19.98,862.22
145,hybrid,random,0,5342.56
146,insertion,ascending,0,145
146,merge,ascending,19.94,557
146,hybrid,ascending,0,145
146,insertion,descending,19.92,10730
146,merge,descending,19.94,501
146,hybrid,descending,39.84,10730
146,insertion,random,0,5476.48
146,merge,random,19.94,868.64
146,hybrid,random,0,5389.12
147,insertion,ascending,0,146
147,merge,ascending,0,563
147,hybrid,ascending,0,146
147,insertion,descending,0,10877
147,merge,descending,39.9,504
147,hybrid,descending,0,10877
147,insertion,random,0,5584.66
147,merge,random,99.56,876.96
147,hybrid,random,19.96,5450.38
148,insertion,ascending,0,147
148,merge,ascending,39.84,568
148,hybrid,ascending,0,147
148,insertion,descending,0,11025
148,merge,descending,39.98,508
148,hybrid,descending,19.52,11025
148,insertion,random,19.94,5568.22
148,merge,random,40.32,885.86
148,hybrid,random,0,5505.56
149,insertion,ascending,0,148
149,merge,ascending,0,574
149,hybrid,ascending,0,148
149,insertion,descending,39.9,11174
149,merge,descending,19.96,511
149,hybrid,descending,19.88,11174
149,insertion,random,19.94,5670.52
149,merge,random,39.88,892.2
149,hybrid,random,0,5634.72
150,insertion,ascending,0,149
150,merge,ascending,19.92,579
150,hybrid,ascending,0,149
150,insertion,descending,40.12,11324
150,merge,descending,0,515
150,hybrid,descending,39.92,11324
150,insertion,random,0,5746.22
150,merge,random,39.88,900.04
150,hybrid,random,19.92,5786.3
151,insertion,ascending,0,150
151,merge,ascending,19.94,584
151,hybrid,ascending,0,150
151,insertion,descending,19.96,11475
151,merge,descending,19.96,519
151,hybrid,descending,39.84,11475
151,insertion,random,0,5762.16
151,merge,random,19.66,906.92
151,hybrid,random,19.94,5879.62
152,insertion,ascending,0,151
152,merge,ascending,0,588
152,hybrid,ascending,0,151
152,insertion,descending,19.98,11627
152,merge,descending,19.88,524
152,hybrid,descending,19.94,11627
152,insertion,random,19.94,5954.28
152,merge,random,39.86,914.38
152,hybrid,random,39.9,5972.3
153,insertion,ascending,0,152
153,merge,ascending,19.94,594
153,hybrid,ascending,0,152
153,insertion,descending,39.86,11780
153,merge,descending,19.84,527
153,hybrid,descending,0,11780
153,insertion,random,19.94,5953.62
153,merge,random,39.9,922.26
153,hybrid,random,39.84,5871.28
154,insertion,ascending,0,153
154,merge,ascending,19.94,599
154,hybrid,ascending,0,153
154,insertion,descending,19.92,11934
154,merge,descending,0,531
154,hybrid,descending,39.9,11934
154,insertion,random,19.94,6021.82
154,merge,random,39.88,930.04
154,hybrid,random,19.96,5974.9
155,insertion,ascending,0,154
155,merge,ascending,19.94,604
155,hybrid,ascending,0,154
155,insertion,descending,39.88,12089
155,merge,descending,19.92,535
155,hybrid,descending,19.94,12089
155,insertion,random,0,6147
155,merge,random,19.96,936.8
155,hybrid,random,19.94,6120.8
156,insertion,ascending,0,155
156,merge,ascending,39.9,608
156,hybrid,ascending,0,155
156,insertion,descending,19.94,12245
156,merge,descending,19.94,540
156,hybrid,descending,39.86,12245
156,insertion,random,19.94,6229.74
156,merge,random,39.86,944.4
156,hybrid,random,0,6157.72
157,insertion,ascending,0,156
157,merge,ascending,19.96,613
157,hybrid,ascending,0,156
157,insertion,descending,39.88,12402
157,merge,descending,19.92,544
157,hybrid,descending,39.88,12402
157,insertion,random,0,6318.52
157,merge,random,59.8,953.28
157,hybrid,random,0,6293.84
158,insertion,ascending,0,157
158,merge,ascending,19.94,617
158,hybrid,ascending,0,157
158,insertion,descending,39.88,12560
158,merge,descending,0,549
158,hybrid,descending,79.24,12560
158,insertion,random,0,6375.08
158,merge,random,40.36,959.1
158,hybrid,random,0,6316.9
159,insertion,ascending,0,158
159,merge,ascending,19.94,621
159,hybrid,ascending,0,158
159,insertion,descending,39.82,12719
159,merge,descending,19.94,554
159,hybrid,descending,39.92,12719
159,insertion,random,0,6424.08
159,merge,random,19.94,965.3
159,hybrid,random,19.94,6448.96
160,insertion,ascending,0,159
160,merge,ascending,0,624
160,hybrid,ascending,0,159
160,insertion,descending,0,12879
160,merge,descending,39.86,560
160,hybrid,descending,40.06,12879
160,insertion,random,0,6433.6
160,merge,random,59.56,973.56
160,hybrid,random,19.94,6495.08
161,insertion,ascending,0,160
161,merge,ascending,19.94,631
161,hybrid,ascending,0,160
161,insertion,descending,19.92,13040
161,merge,descending,19.94,562
161,hybrid,descending,19.94,13040
161,insertion,random,19.94,6623.44
161,merge,random,39.88,981.18
161,hybrid,random,19.94,6625.3
162,insertion,ascending,0,161
162,merge,ascending,0,637
162,hybrid,ascending,0,161
162,insertion,descending,19.9,13202
162,merge,descending,39.96,565
162,hybrid,descending,98.98,13202
162,insertion,random,19.94,6672.38
162,merge,random,0,988.32
162,hybrid,random,20,6667.22
163,insertion,ascending,0,162
163,merge,ascending,19.98,643
163,hybrid,ascending,0,162
163,insertion,descending,59.82,13365
163,merge,descending,19.92,568
163,hybrid,descending,39.86,13365
163,insertion,random,0,6732.82
163,merge,random,19.92,996.16
163,hybrid,random,39.86,6846.2
164,insertion,ascending,0,163
164,merge,ascending,59.4,648
164,hybrid,ascending,0,163
164,insertion,descending,59.96,13529
164,merge,descending,19.88,572
164,hybrid,descending,39.86,13529
164,insertion,random,60.12,6786.38
164,merge,random,0,1005.98
164,hybrid,random,0,6793.4
165,insertion,ascending,0,164
165,merge,ascending,0,654
165,hybrid,ascending,0,164
165,insertion,descending,39.82,13694
165,merge,descending,40.56,575
165,hybrid,descending,0,13694
165,insertion,random,20.56,6979.94
165,merge,random,39.2,1012.04
165,hybrid,random,19.92,6908.24
166,insertion,ascending,0,165
166,merge,ascending,0,659
166,hybrid,ascending,0,165
166,insertion,descending,39.88,13860
166,merge,descending,0,579
166,hybrid,descending,39.86,13860
166,insertion,random,0,6991.2
166,merge,random,19.94,1019
166,hybrid,random,19.96,6987.3
167,insertion,ascending,0,166
167,merge,ascending,19.92,664
167,hybrid,ascending,0,166
167,insertion,descending,19.94,14027
167,merge,descending,19.94,583
167,hybrid,descending,19.94,14027
167,insertion,random,0,7087.44
167,merge,random,39.88,1026.84
167,hybrid,random,39.9,7132.4
168,insertion,ascending,0,167
168,merge,ascending,19.92,668
168,hybrid,ascending,0,167
168,insertion,descending,39.74,14195
168,merge,descending,19.94,588
168,hybrid,descending,40,14195
168,insertion,random,19.84,7097.12
168,merge,random,19.92,1036.36
168,hybrid,random,19.94,7167.64
169,insertion,ascending,0,168
169,merge,ascending,39.9,674
169,hybrid,ascending,0,168
169,insertion,descending,19.96,14364
169,merge,descending,19.88,591
169,hybrid,descending,39.88,14364
169,insertion,random,0,7270.84
169,merge,random,0,1041.9
169,hybrid,random,19.9,7279.88
170,insertion,ascending,0,169
170,merge,ascending,19.94,679
170,hybrid,ascending,0,169
170,insertion,descending,138.94,14534
170,merge,descending,19.96,595
170,hybrid,descending,19.88,14534
170,insertion,random,0,7300.54
170,merge,random,19.92,1050.98
170,hybrid,random,0,7246.94
171,insertion,ascending,0,170
171,merge,ascending,19.92,684
171,hybrid,ascending,0,170
171,insertion,descending,60.48,14705
171,merge,descending,0,599
171,hybrid,descending,0,14705
171,insertion,random,39.72,7401.18
171,merge,random,19.46,1056.3
171,hybrid,random,99.7,7553.76
172,insertion,ascending,0,171
172,merge,ascending,60.88,688
172,hybrid,ascending,0,171
172,insertion,descending,58.76,14877
172,merge,descending,19.28,604
172,hybrid,descending,0,14877
172,insertion,random,0,7497.34
172,merge,random,60.4,1066.74
172,hybrid,random,80.24,7456.62
173,insertion,ascending,0,172
173,merge,ascending,0,693
173,hybrid,ascending,0,172
173,insertion,descending,39.82,15050
173,merge,descending,0,608
173,hybrid,descending,100.36,15050
173,insertion,random,39.86,7632.06
173,merge,random,39.28,1071
173,hybrid,random,19.24,7596.98
174,insertion,ascending,0,173
174,merge,ascending,19.78,697
174,hybrid,ascending,0,173
174,insertion,descending,19.5,15224
174,merge,descending,20.56,613
174,hybrid,descending,59.8,15224
174,insertion,random,19.92,7628.78
174,merge,random,39.86,1080.46
174,hybrid,random,39.88,7761.92
175,insertion,ascending,0,174
175,merge,ascending,19.94,701
175,hybrid,ascending,0,174
175,insertion,descending,39.6,15399
175,merge,descending,20.18,618
175,hybrid,descending,59.8,15399
175,insertion,random,19.94,7711.72
175,merge,random,19.94,1090.88
175,hybrid,random,19.96,7720.22
176,insertion,ascending,0,175
176,merge,ascending,39.88,704
176,hybrid,ascending,0,175
176,insertion,descending,0,15575
176,merge,descending,39.88,624
176,hybrid,descending,19.94,15575
176,insertion,random,19.94,7910.82
176,merge,random,39.88,1094.92
176,hybrid,random,0,7905.38
177,insertion,ascending,0,176
177,merge,ascending,19.94,710
177,hybrid,ascending,0,176
177,insertion,descending,59.8,15752
177,merge,descending,0,627
177,hybrid,descending,39.84,15752
177,insertion,random,20,7987.38
177,merge,random,19.92,1104.38
177,hybrid,random,39.88,8079.74
178,insertion,ascending,0,177
178,merge,ascending,20,715
178,hybrid,ascending,0,177
178,insertion,descending,39.88,15930
178,merge,descending,19.92,631
178,hybrid,descending,59.8,15930
178,insertion,random,0,8139.54
178,merge,random,59.84,1111.82
178,hybrid,random,0,8076.18
179,insertion,ascending,0,178
179,merge,ascending,0,720
179,hybrid,ascending,0,178
179,insertion,descending,19.92,16109
179,merge,descending,39.88,635
179,hybrid,descending,0,16109
179,insertion,random,19.88,8250.44
179,merge,random,19.94,1117.4
179,hybrid,random,59.86,8105.76
180,insertion,ascending,0,179
180,merge,ascending,19.92,724
180,hybrid,ascending,0,179
180,insertion,descending,39.92,16289
180,merge,descending,19.92,640
180,hybrid,descending,39.84,16289
180,insertion,random,19.98,8228.38
180,merge,random,39.86,1126.46
180,hybrid,random,0,8209.34
181,insertion,ascending,0,180
181,merge,ascending,19.94,729
181,hybrid,ascending,0,180
181,insertion,descending,39.92,16470
181,merge,descending,19.26,644
181,hybrid,descending,39.88,16470
181,insertion,random,39.88,8377.76
181,merge,random,19.94,1133.54
181,hybrid,random,40.48,8288.1
182,insertion,ascending,0,181
182,merge,ascending,39.88,733
182,hybrid,ascending,0,181
182,insertion,descending,39.86,16652
182,merge,descending,39.86,649
182,hybrid,descending,19.94,16652
182,insertion,random,19.94,8479.32
182,merge,random,19.94,1144.02
182,hybrid,random,0,8305.44
183,insertion,ascending,0,182
183,merge,ascending,19.96,737
183,hybrid,ascending,0,182
183,insertion,descending,39.8,16835
183,merge,descending,39.88,654
183,hybrid,descending,39.9,16835
183,insertion,random,0,8441.68
183,merge,random,59.8,1149
183,hybrid,random,19.94,8510.44
184,insertion,ascending,0,183
184,merge,ascending,19.94,740
184,hybrid,ascending,0,183
184,insertion,descending,39.86,17019
184,merge,descending,39.94,660
184,hybrid,descending,19.94,17019
184,insertion,random,0,8487.06
184,merge,random,59.8,1156.24
184,hybrid,random,19.88,8583.06
185,insertion,ascending,0,184
185,merge,ascending,0,745
185,hybrid,ascending,0,184
185,insertion,descending,59.14,17204
185,merge,descending,19.94,664
185,hybrid,descending,39.88,17204
185,insertion,random,19.94,8690.66
185,merge,random,40.54,1163.26
185,hybrid,random,39.86,8614
186,insertion,ascending,0,185
186,merge,ascending,0,749
186,hybrid,ascending,0,185
186,insertion,descending,39.9,17390
186,merge,descending,59.78,669
186,hybrid,descending,19.92,17390
186,insertion,random,19.94,8725.42
186,merge,random,59.84,1173.74
186,hybrid,random,0,8830.54
187,insertion,ascending,0,186
187,merge,ascending,0,753
187,hybrid,ascending,0,186
187,insertion,descending,0,17577
187,merge,descending,59.8,674
187,hybrid,descending,39.88,17577
187,insertion,random,19.98,8872
187,merge,random,39.88,1180.82
187,hybrid,random,59.76,8834.7
188,insertion,ascending,0,187
188,merge,ascending,39.86,756
188,hybrid,ascending,0,187
188,insertion,descending,19.94,17765
188,merge,descending,19.94,680
188,hybrid,descending,99.76,17765
188,insertion,random,0,8955.92
188,merge,random,39.86,1187.46
188,hybrid,random,19.88,8820.62
189,insertion,ascending,0,188
189,merge,ascending,0,760
189,hybrid,ascending,0,188
189,insertion,descending,59.84,17954
189,merge,descending,20,685
189,hybrid,descending,39.88,17954
189,insertion,random,39.8,8986.74
189,merge,random,0,1195.1
189,hybrid,random,59.82,9191.8
190,insertion,ascending,0,189
190,merge,ascending,19.94,763
190,hybrid,ascending,19.94,189
190,insertion,descending,39.84,18144
190,merge,descending,19.94,691
190,hybrid,descending,59.82,18144
190,insertion,random,19.94,9158.84
190,merge,random,39.9,1202.86
190,hybrid,random,19.94,9198
191,insertion,ascending,0,190
191,merge,ascending,19.92,766
191,hybrid,ascending,0,190
191,insertion,descending,19.94,18335
191,merge,descending,19.94,697
191,hybrid,descending,39.92,18335
191,insertion,random,59.78,9163.92
191,merge,random,19.96,1210.88
191,hybrid,random,39.88,9308.56
192,insertion,ascending,0,191
192,merge,ascending,19.92,768
192,hybrid,ascending,0,191
192,insertion,descending,80.4,18527
192,merge,descending,39.2,704
192,hybrid,descending,39.96,18527
192,insertion,random,19.9,9432.7
192,merge,random,39.92,1219.12
192,hybrid,random,19.94,9273.68
193,insertion,ascending,0,192
193,merge,ascending,19.94,775
193,hybrid,ascending,0,192
193,insertion,descending,79.74,18720
193,merge,descending,0,706
193,hybrid,descending,79.96,18720
193,insertion,random,0,9491.84
193,merge,random,39.78,1227.12
193,hybrid,random,0,9413.7
194,insertion,ascending,0,193
194,merge,ascending,19.9,781
194,hybrid,ascending,0,193
194,insertion,descending,79.84,18914
194,merge,descending,19.94,709
194,hybrid,descending,59.76,18914
194,insertion,random,39.78,9486.54
194,merge,random,0,1235.4
194,hybrid,random,19.88,9507.36
195,insertion,ascending,0,194
195,merge,ascending,81.12,787
195,hybrid,ascending,0,194
195,insertion,descending,39.7,19109
195,merge,descending,0,712
195,hybrid,descending,19.34,19109
195,insertion,random,0,9658.92
195,merge,random,79.12,1243.76
195,hybrid,random,39.9,9549.74
196,insertion,ascending,0,195
196,merge,ascending,39.88,792
196,hybrid,ascending,0,195
196,insertion,descending,39.14,19305
196,merge,descending,20.12,716
196,hybrid,descending,39.8,19305
196,insertion,random,19.94,9817.64
196,merge,random,59.84,1251.14
196,hybrid,random,39.86,9747.48
197,insertion,ascending,0,196
197,merge,ascending,19.94,798
197,hybrid,ascending,0,196
197,insertion,descending,59.82,19502
197,merge,descending,0,719
197,hybrid,descending,39.88,19502
197,insertion,random,39.88,9787.08
197,merge,random,59.82,1256.06
197,hybrid,random,39.88,9863.9
198,insertion,ascending,0,197
198,merge,ascending,19.94,803
198,hybrid,ascending,0,197
198,insertion,descending,59.82,19700
198,merge,descending,39.88,723
198,hybrid,descending,59.82,19700
198,insertion,random,0,9946.28
198,merge,random,39.88,1266.62
198,hybrid,random,19.94,10009.1
199,insertion,ascending,0,198
199,merge,ascending,19.94,808
199,hybrid,ascending,0,198
199,insertion,descending,39.86,19899
199,merge,descending,39.9,727
199,hybrid,descending,59.82,19899
199,insertion,random,39.88,10031.4
199,merge,random,19.94,1275.16
199,hybrid,random,0,10004.6
200,insertion,ascending,0,199
200,merge,ascending,39.88,812
200,hybrid,ascending,0,199
200,insertion,descending,59.82,20099
200,merge,descending,39.88,732
200,hybrid,descending,39.88,20099
200,insertion,random,39.88,10160.4
200,merge,random,19.94,1281.32
200,hybrid,random,0,10116.3
201,insertion,ascending,0,200
201,merge,ascending,39.88,818
201,hybrid,ascending,0,200
201,insertion,descending,59.82,20300
201,merge,descending,0,735
201,hybrid,descending,39.88,20300
201,insertion,random,19.94,10268.3
201,merge,random,39.88,1291.16
201,hybrid,random,19.94,10370
202,insertion,ascending,0,201
202,merge,ascending,0,823
202,hybrid,ascending,0,201
202,insertion,descending,19.94,20502
202,merge,descending,0,739
202,hybrid,descending,40.12,20502
202,insertion,random,159.5,10402.9
202,merge,random,39.64,1296.4
202,hybrid,random,0,10243.6
203,insertion,ascending,0,202
203,merge,ascending,39.88,828
203,hybrid,ascending,0,202
203,insertion,descending,59.78,20705
203,merge,descending,39.9,743
203,hybrid,descending,59.82,20705
203,insertion,random,39.88,10417.2
203,merge,random,19.94,1303.56
203,hybrid,random,0,10447.9
204,insertion,ascending,0,203
204,merge,ascending,0,832
204,hybrid,ascending,19.94,203
204,insertion,descending,39.88,20909
204,merge,descending,39.88,748
204,hybrid,descending,39.88,20909
204,insertion,random,39.88,10436.4
204,merge,random,19.94,1313.62
204,hybrid,random,0,10619.2
205,insertion,ascending,0,204
205,merge,ascending,39.88,837
205,hybrid,ascending,0,204
205,insertion,descending,39.88,21114
205,merge,descending,39.88,752
205,hybrid,descending,39.88,21114
205,insertion,random,0,10612.3
205,merge,random,39.88,1322.94
205,hybrid,random,19.94,10737
206,insertion,ascending,0,205
206,merge,ascending,19.94,841
206,hybrid,ascending,0,205
206,insertion,descending,39.88,21320
206,merge,descending,20.04,757
206,hybrid,descending,98.72,21320
206,insertion,random,0,10808.7
206,merge,random,60.56,1327.96
206,hybrid,random,39.98,10620.3
207,insertion,ascending,0,206
207,merge,ascending,19.94,845
207,hybrid,ascending,0,206
207,insertion,descending,39.88,21527
207,merge,descending,59.82,762
207,hybrid,descending,39.88,21527
207,insertion,random,19.94,10692.3
207,merge,random,39.88,1335.26
207,hybrid,random,39.88,10876.4
208,insertion,ascending,0,207
208,merge,ascending,59.82,848
208,hybrid,ascending,0,207
208,insertion,descending,39.88,21735
208,merge,descending,19.94,768
208,hybrid,descending,59.82,21735
208,insertion,random,39.88,11055.4
208,merge,random,39.88,1343.1
208,hybrid,random,19.94,10934.8
209,insertion,ascending,0,208
209,merge,ascending,39.88,854
209,hybrid,ascending,0,208
209,insertion,descending,19.94,21944
209,merge,descending,39.88,771
209,hybrid,descending,59.82,21944
209,insertion,random,19.94,11071
209,merge,random,39.88,1352.66
209,hybrid,random,19.94,11039.5
210,insertion,ascending,0,209
210,merge,ascending,19.94,859
210,hybrid,ascending,0,209
